,0,1,2,3,4,5
0,-0.06398293010241554,-0.5123421755381485,0.013466941298719746,-8.398856079822456e-05,-8.280688176885687e-05,-0.0006687163734371415
1,-0.06285728020296748,-0.5089095587042747,0.013311885490366096,-0.00012369646034224698,3.399010456558471e-05,-0.0006920001696869549
2,-0.06195062002807238,-0.5053807604088357,0.013633555441834132,-8.774566095445747e-05,8.108511318420031e-05,-0.0007380486140875253
3,-0.058441068134756594,-0.49011320072850734,0.014670929410446301,-0.00015245278522764863,2.724091591570386e-05,-0.0008703899026719927
4,-0.05377306329111711,-0.4670050017161413,0.015049793958946428,-0.00018705978268579654,2.998028035988733e-06,-0.001044685312108446
5,-0.06936889799880572,-0.5067432288114232,0.018454200010890494,-0.00014527644767782004,4.490287799007987e-06,-0.0006627631335332479
6,-0.06162679226959529,-0.5069725932911086,0.01625533836592069,-1.392531421793002e-05,1.931378329441204e-06,-0.0006674801204927453
7,-0.06280012218935219,-0.5087324349104315,0.01346162941014714,-9.714489277298002e-05,-1.709253921564098e-05,-0.0006792593426479878
8,-0.06161915948856112,-0.5066810613323012,0.016579870260133762,-0.00013021543220886891,9.120289566654421e-07,-0.0006635644616905128
9,-0.07710848577903255,-0.5066876896025448,0.020101846814445913,-0.00011451535679661781,1.5197645812534091e-05,-0.0006533084315295375
10,-0.08491793245435791,-0.5065311040439906,0.020930404404205707,4.616633178544151e-05,1.3503176821340741e-05,-0.0006427910943276258
11,-0.08484815867353912,-0.5064991849368936,0.021387635908364993,-7.735010540707242e-05,1.431370349993939e-05,-0.0006811086203159646
12,-0.06321541761556722,-0.509679654023827,0.01299766489289454,-6.128795646392054e-05,1.7056881208045357e-05,-0.0006899149463725283
13,-0.06303899832579783,-0.5091849197264912,0.013072205244787173,-9.054307875478594e-06,3.485837680881074e-05,-0.0006948165410410809
14,-0.06385824086046588,-0.5112415357853153,0.01268584536462001,-6.247660236912709e-05,2.6823460179296874e-05,-0.0007043952130053139
15,-0.08905809600622726,-0.5113548114216767,0.016458321535773732,-6.614384818311987e-05,-1.5696970870472196e-05,-0.0007282391599726296
16,-0.08810934809313958,-0.4419372796888433,0.014018834188634944,9.590763043177514e-05,-7.899955114323983e-05,-0.0012365234808218066
17,-0.08769660674109449,-0.4414790319357796,0.01399464809654372,9.027406865610299e-05,-8.123611191234196e-05,-0.0011858237569506574
18,-0.08527836402101664,-0.5406227830945023,0.01577636224402559,-7.865044224726252e-05,6.651317426848734e-05,-0.00015723561153505627
19,-0.0849909485291597,-0.5402573146402895,0.01577241319223434,-6.750641621286432e-05,6.12038770220938e-05,-0.0001832794450765921
20,-0.08565722159106541,-0.5410416431750452,0.015774049008693124,-8.895262087443667e-05,7.192311021387398e-05,-0.00018600192824199402
21,-0.08458312758522853,-0.5093177384534842,0.021144636186467922,2.3331204238553516e-05,-6.168037434011927e-05,-0.0007741504569804289
22,-0.0851522815724378,-0.5040381816254981,0.02130404290504938,3.126683712732659e-05,8.188423019926298e-05,-0.0005767671372165495
23,-0.0884710483684734,-0.4424377786986302,0.014043984591738964,0.00010138675741764897,-7.552073195883071e-05,-0.0011680732588011528
24,-0.08931018393515754,-0.5083193046770452,0.01642957958418837,-5.757205386596159e-05,-1.399472724061068e-05,-0.0007836993549039575
25,-0.08879736636162498,-0.5140679752709314,0.016534932395354928,-3.674721398157021e-05,-2.44628244677972e-05,-0.0006360915765211417
26,-0.0722888215804574,-0.511966008232034,0.014248836467268313,-0.0001319140049282803,3.16172120809599e-05,-0.0007124182002879001
27,-0.06410399836289847,-0.511852363988054,0.01265102063475931,-0.00010352790261137932,2.31935057674491e-05,-0.0007058327655062296
28,-0.08641016111767248,-0.44193623807574867,0.014165476174443196,9.991815359642188e-05,-7.730460370091447e-05,-0.0011695813786458138
29,-0.08525026984090747,-0.4419265357436369,0.01426624413865595,0.00010135021305288494,-7.469672637725586e-05,-0.0011709942855606596
30,-0.060637355596226405,-0.4414262260779081,0.015808377570591572,-7.721573096488034e-06,-3.061351451900938e-05,-0.0011513563057844011
31,-0.059540266502310535,-0.4413916623002771,0.01579528737669033,-1.8197848561238876e-05,-2.7868735565805803e-05,-0.0011490619566612117
32,-0.0491728533049599,-0.44099982811004274,0.014942205508267381,-0.00016526357748225637,-1.3342710841435853e-05,-0.0012009251061260299
33,-0.0673481536070133,-0.5235180369189287,0.013649168372536689,-0.00018179181052617278,2.0157792056593832e-05,-0.0005212549319612525
34,-0.07197345647327784,-0.5337587626652599,0.012731426529942722,-0.00025849141357066655,5.49372031609597e-05,-0.00034063157616502854
35,-0.07670799853298145,-0.5397676123303724,0.01119670756246796,-0.0002698175316448155,7.354694326739169e-05,-0.00017070137361052215
36,-0.08053814107512104,-0.512002793991499,0.015588965251264538,-7.072161142380227e-05,2.2252930096445665e-05,-0.000712346111270766
37,-0.08059041533836704,-0.5155422866971217,0.015556709986403709,-7.588446386098441e-05,-1.6791888312629342e-05,-0.0006990392556255927
38,-0.08048483015119406,-0.5084120283298881,0.015775797965531753,-5.977089617602944e-05,6.392937357073961e-05,-0.0007261148751692844
39,-0.0725157446137539,-0.5154742246268879,0.014431057479366547,-8.437333570370114e-05,-0.0001293061946172348,-0.0006950214354613626
40,-0.07205837365596274,-0.5083489171410762,0.014740308453796785,-9.416892106848659e-05,0.0001845793107159951,-0.0007257475290632608
41,-0.08886082904497453,-0.5119844639960991,0.016603192376725178,-8.171386578539186e-05,-1.7476908722752205e-05,-0.0007158135742794808
42,-0.05917478548218899,-0.4933786644800322,0.014566488297462835,-0.00014926255621009328,3.633254116989495e-05,-0.000844119258170014
43,-0.0598753961137851,-0.49654739964049677,0.014386572870054572,-0.00012416070300898447,4.765101225908315e-05,-0.0008149597352264602
44,-0.060596460388166296,-0.4995944999492363,0.014229006821273983,-0.0001249599270618718,4.547783301376081e-05,-0.0007856569021041139
45,-0.06125980023160849,-0.5025321418805374,0.013951997371699809,-0.00010544131868935825,9.202948958075824e-05,-0.0007558620173554742
46,-0.05455924357580914,-0.47114606640871276,0.015030037746770624,-0.00018798899165797263,8.282934885397097e-06,-0.0010162685432126015
47,-0.05534371812735042,-0.47517451755373746,0.014988466887264969,-0.00018471595874618998,9.94294884978618e-06,-0.0009880724660795148
48,-0.05612583986544897,-0.479084853118813,0.014941839770050033,-0.00018172035499053828,1.626317758744778e-05,-0.0009588122910569664
