1.9135371446609497,-0.37372493743896484,-0.023010697215795517
1.9013341665267944,-0.36946040391921997,-0.02197439968585968
1.8945602178573608,-0.3663327097892761,-0.020209981128573418
1.8926583528518677,-0.36198779940605164,-0.020019955933094025
1.8940160274505615,-0.35788169503211975,-0.020265234634280205
1.8960016965866089,-0.3537575900554657,-0.020324723795056343
1.8973432779312134,-0.3497607111930847,-0.02009776420891285
1.8974494934082031,-0.34580695629119873,-0.019865671172738075
1.896683692932129,-0.34186697006225586,-0.019993474707007408
1.896665096282959,-0.3377171754837036,-0.020710302516818047
1.9002810716629028,-0.33297717571258545,-0.021688632667064667
1.911729335784912,-0.32665297389030457,-0.022099437192082405
1.9315334558486938,-0.3200385868549347,-0.020222116261720657
