4.346187591552734,-0.7910524010658264,-0.3228835165500641
4.261763095855713,-0.7295774817466736,-0.31874191761016846
4.207900047302246,-0.6961774826049805,-0.2577015459537506
4.208253860473633,-0.6711867451667786,-0.21112139523029327
4.219494342803955,-0.6483205556869507,-0.17322154343128204
4.235579967498779,-0.632682740688324,-0.14085491001605988
4.251408576965332,-0.6209684014320374,-0.11261811852455139
4.264063835144043,-0.6129263639450073,-0.08800183236598969
4.273298740386963,-0.6077255010604858,-0.0673508569598198
4.282426357269287,-0.6044655442237854,-0.050940338522195816
4.297304153442383,-0.6014614105224609,-0.038137078285217285
4.32761812210083,-0.5969107747077942,-0.027182217687368393
4.373179912567139,-0.5919364094734192,-0.013340097852051258
